x,y,beta, gamma, rx, ry
7,10,108.931, 95.0874, 415.379, 336.803
7,11,104.726, 95.463, 408.794, 353.964
7,12,100.18, 96.4012, 401.713, 371.54
7,13,95.5981, 98.2008, 395.618, 388.584
7,14,92.3133, 100.121, 392.623, 400.579
8,0,124.434, 127.072, 488.943, 199.531
8,1,124.987, 124.213, 484.63, 203.634
8,2,125.582, 118.099, 475.537, 215.426
8,3,125.455, 111.277, 464.478, 232.017
8,4,124.576, 105.916, 454.895, 248.369
8,5,122.358, 103.102, 448.165, 264.404
8,6,119.94, 100.676, 441.901, 280.652
8,7,117.11, 99.9307, 437.794, 294.975
8,8,114.199, 99.6049, 434.255, 308.995
8,9,110.61, 99.9362, 430.248, 324.978
8,10,107.344, 99.9024, 424.833, 339.22
8,11,104.055, 99.9435, 419.224, 353.555
8,12,100.256, 100.537, 412.877, 369.04
8,13,96.4568, 102.141, 407.933, 383.356
8,14,93.5802, 103.827, 405.404, 394.072
9,0,123.266, 125.19, 487.451, 211.266
9,1,124.238, 121.105, 481.828, 216.149
9,2,124.533, 116.246, 474.286, 226.278
9,3,124.339, 111.565, 466.537, 238.274
9,4,122.302, 108.578, 459.444, 254.557
9,5,119.813, 105.91, 453.222, 272.294
9,6,117.276, 105.307, 450.187, 286.045
9,7,114.751, 104.84, 447.321, 299.184
9,8,111.838, 104.451, 442.761, 313.638
9,9,109.098, 104.536, 439.566, 326.785
9,10,105.594, 105.002, 435.006, 341.999
9,11,102.52, 105.057, 428.968, 355.621
9,12,99.5071, 105.393, 423.546, 368.919
9,13,95.7044, 107.286, 419.461, 383.423
9,14,92.7625, 108.335, 415.157, 395.389
10,0,120.801, 127.219, 491.626, 220.446
10,1,121.963, 122.665, 484.5, 225.16
10,2,122.164, 118.661, 478.11, 233.708
10,3,121.461, 115.501, 472.392, 244.724
10,4,119.04, 112.823, 466.334, 263.129
10,5,116.566, 111.007, 461.76, 279.681
10,6,114.693, 110.221, 459.33, 290.872
10,7,112.166, 110.008, 456.017, 303.759
10,8,109.699, 109.737, 452.529, 316.48
10,9,106.856, 109.459, 447.635, 330.513
10,10,104.099, 109.703, 443.861, 343.395
10,11,100.806, 110.117, 438.391, 358.471
10,12,97.9963, 110.448, 432.813, 370.59
10,13,94.779, 111.36, 427.785, 384.248
10,14,92.024, 113.186, 425.905, 394.583
11,0,119.849, 125.82, 489.953, 229.645
11,1,119.56, 124.383, 487.392, 234.669
11,2,119.373, 121.314, 482.62, 243.235
11,3,117.379, 121.091, 481.218, 254.627
11,4,115.142, 118.801, 475.984, 271.752
11,5,114.079, 116.044, 470.729, 283.435
11,6,111.819, 115.73, 468.012, 295.703
11,7,109.654, 115.298, 465.225, 307.736
11,8,107.146, 115.151, 461.251, 320.418
11,9,104.734, 114.871, 457.267, 333.061
11,10,102.042, 114.727, 451.793, 346.38
11,11,99.6523, 114.918, 447.691, 358.066
11,12,96.6115, 115.746, 442.95, 371.044
11,13,94.2156, 115.977, 438.162, 382.119
11,14,91.5577, 118.016, 436.737, 392.255
12,0,117.279, 129.124, 494.599, 235.87
12,1,116.499, 128.323, 493.332, 242.359
12,2,115.854, 126.316, 489.876, 251.012
12,3,114.388, 125.486, 488.16, 261.363
12,4,111.912, 125.128, 486.049, 276.065
12,5,110.53, 122.925, 481.069, 288.455
12,6,109.175, 121.316, 477.001, 299.2
12,7,106.793, 121.165, 473.813, 311.735
12,8,104.686, 120.576, 470.008, 323.671
12,9,102.201, 120.686, 465.876, 336.358
12,10,99.8116, 120.459, 461.117, 348.939
12,11,97.2896, 120.853, 456.71, 360.87
12,12,94.8435, 121.282, 452.831, 372.527
12,13,92.6643, 122.194, 449.512, 381.734
12,14,90.6894, 123.366, 447.562, 390.091
13,0,114.72, 134.1, 501.616, 237.739
13,1,114.283, 132.032, 499.131, 245.817
13,2,112.952, 131.506, 497.428, 254.93
13,3,111.201, 130.179, 494.493, 268.488
13,4,109.265, 130.295, 494.071, 279.7
13,5,108.24, 128.281, 489.566, 289.928
13,6,105.838, 128.204, 486.564, 303.018
13,7,104.222, 126.654, 482.113, 314.889
13,8,102.004, 126.554, 478.339, 327.025
13,9,99.6051, 126.815, 475.159, 339.59
13,10,97.2192, 127.563, 471.859, 350.37
13,11,94.6276, 128.123, 467.838, 362.936
13,12,93.2468, 127.261, 463.241, 371.781
13,13,90.4456, 128.814, 459.926, 383.656
13,14,88.615, 129.036, 455.794, 392.302
14,0,114.515, 137.075, 505.496, 231
14,1,112.145, 136.869, 505.434, 245.663
14,2,110.933, 134.795, 501.893, 258.619
14,3,109.221, 133.836, 499.401, 270.953
14,4,106.438, 135.747, 500.909, 282.353
14,5,105.446, 133.797, 496.832, 293.048
14,6,102.504, 135.093, 495.698, 306.751
14,7,101.428, 132.385, 489.078, 318.873
14,8,99.9836, 130.786, 484.083, 330.032
14,9,96.8875, 134.196, 485.861, 339.639
14,10,95.1455, 133.135, 480.101, 351.433
14,11,92.9779, 133.209, 475.902, 363.087
14,12,90.8972, 132.879, 470.263, 374.65
14,13,87.9915, 133.69, 465.041, 388.235
14,14,85.9229, 132.39, 456.98, 400.889
