x,y,beta, gamma, rx, ry
6,14,91.2693, 116.556, 251.094, 342.53
7,0,143.284, 90.4668, 231.211, 147.079
7,1,140.002, 93.2143, 238.198, 155.082
7,2,136.137, 94.7795, 244.3, 168.509
7,3,133.148, 96.0831, 247.866, 179.538
7,4,129.913, 96.2874, 250.09, 193.917
7,5,126.604, 97.6633, 252.667, 206.651
7,6,122.452, 99.4035, 255.577, 222.879
7,7,118.898, 100.345, 256.555, 237.784
7,8,115.007, 101.021, 255.186, 254.979
7,9,110.97, 103.375, 255.977, 270.282
7,10,106.9, 105.915, 255.799, 285.396
7,11,101.829, 110.093, 256.939, 303.159
7,12,98.0085, 113.069, 256.825, 316.861
7,13,93.8763, 117.952, 258.866, 329.572
7,14,90.1278, 123.971, 263.378, 339.131
8,0,143.084, 95.9653, 238.645, 137.855
8,1,140.459, 97.2481, 243.308, 145.453
8,2,137.346, 99.2499, 248.823, 155.24
8,3,134.103, 100.649, 254.063, 167.406
8,4,130.656, 101.183, 257.093, 182.343
8,5,127.404, 102.675, 260.481, 194.851
8,6,123.856, 103.059, 262.375, 210.994
8,7,119.937, 104.496, 264.352, 227.185
8,8,115.989, 104.804, 262.898, 245.181
8,9,112.052, 106.593, 262.631, 260.981
8,10,107.251, 110.147, 264.442, 278.609
8,11,103.15, 112.84, 264.934, 294.245
8,12,98.5287, 117.044, 265.483, 310.017
8,13,93.7586, 122.851, 267.94, 324.014
8,14,89.1355, 130.727, 274.067, 334.352
9,0,142.776, 101.402, 244.853, 128.327
9,1,140.388, 102.53, 249.391, 135.237
9,2,137.724, 104.453, 254.411, 143.508
9,3,134.365, 106.051, 260.528, 155.931
9,4,131.071, 107.122, 264.512, 169.489
9,5,128.4, 106.81, 266.4, 183.037
9,6,124.597, 107.413, 269.062, 200.325
9,7,120.867, 109.03, 271.938, 215.373
9,8,117.351, 109.241, 270.655, 231.83
9,9,112.549, 111.076, 271.034, 252.237
9,10,108.576, 112.781, 271.224, 269.035
9,11,104.276, 115.968, 271.974, 284.746
9,12,99.4035, 120.226, 272.934, 301.653
9,13,94.6093, 125.846, 275.485, 315.931
9,14,91.3251, 131.346, 279.516, 323.064
10,0,142.735, 107.381, 250.202, 116.276
10,1,140.371, 109.014, 255.253, 122.184
10,2,137.55, 110.357, 260.263, 132.434
10,3,134.226, 111.534, 266.698, 145.772
10,4,130.876, 113.039, 271.934, 159.154
10,5,128.402, 111.464, 272.414, 174.252
10,6,124.741, 111.7, 275.056, 192.196
10,7,121.183, 113.678, 278.691, 205.97
10,8,117.65, 113.907, 278.068, 222.723
10,9,113.487, 113.903, 276.973, 243.464
10,10,109.544, 116.087, 277.777, 259.245
10,11,105.432, 118.987, 278.741, 274.8
10,12,100.801, 122.695, 279.072, 291.091
10,13,96.2323, 128.095, 282.118, 304.578
10,14,93.3235, 132.93, 286.243, 310.863
11,0,142.752, 114.064, 254.591, 101.914
11,1,140.313, 115.885, 259.864, 108.044
11,2,137.369, 116.868, 265.315, 119.63
11,3,134.153, 116.766, 271.246, 135.369
11,4,130.861, 118.064, 276.734, 149.057
11,5,127.689, 117.028, 278.582, 166.836
11,6,124.336, 116.616, 281.369, 184.687
11,7,120.926, 118.478, 284.9, 198.116
11,8,117.455, 118.425, 284.516, 215.56
11,9,113.931, 117.814, 283.482, 234.67
11,10,110.462, 119.768, 284.673, 248.542
11,11,106.779, 121.899, 284.63, 263.013
11,12,102.193, 125.574, 285.99, 279.534
11,13,98.711, 128.521, 287.09, 291.99
11,14,95.7701, 133.102, 290.502, 298.817
12,0,142.887, 120.945, 257.069, 86.1907
12,1,140.142, 122.537, 263.285, 94.0662
12,2,137.065, 123.403, 269.443, 106.73
12,3,133.882, 122.529, 275.53, 124.22
12,4,130.487, 123.734, 281.68, 138.834
12,5,126.955, 123.338, 285.036, 157.444
12,6,123.965, 121.985, 287.217, 175.694
12,7,120.527, 123.242, 290.482, 190.643
12,8,116.866, 123.534, 291.241, 208.69
12,9,113.957, 122.604, 290.344, 225.659
12,10,110.817, 124.258, 291.548, 238.336
12,11,107.384, 125.995, 291.665, 252.565
12,12,103.77, 127.405, 291.334, 268.549
12,13,100.159, 130.5, 292.237, 281.213
12,14,97.3415, 134.897, 295.6, 287.495
13,0,142.738, 128.663, 258.067, 69.1225
13,1,139.286, 129.782, 266.482, 81.64
13,2,136.1, 129.041, 273.822, 98.5337
13,3,133.347, 127.924, 279.275, 114.881
13,4,129.425, 129.225, 286.096, 131.951
13,5,125.67, 129.282, 291.329, 151.161
13,6,123.157, 127.664, 292.785, 167.749
13,7,119.441, 128.508, 296.037, 185.245
13,8,115.831, 129.008, 298.229, 202.937
13,9,113.57, 127.906, 297.265, 217.165
13,10,110.574, 129.288, 298.603, 229.992
13,11,107.436, 130.515, 298.36, 243.699
13,12,104.547, 130.805, 297.061, 258.285
13,13,101.583, 132.508, 296.662, 270.243
13,14,99.645, 134.902, 298.285, 275.801
14,0,142.556, 133.635, 258.041, 58.1001
14,1,139.179, 133.207, 266.964, 74.1325
14,2,135.62, 132.698, 275.399, 92.7025
14,3,131.398, 133.829, 284.683, 111.414
14,4,127.632, 134.366, 291.222, 129.542
14,5,124.131, 134.336, 296.474, 148.013
14,6,121.359, 132.724, 298.572, 166.296
14,7,118.244, 132.941, 301.285, 182.075
14,8,115.368, 133.107, 302.564, 196.946
14,9,111.971, 134.487, 304.636, 212.034
14,10,109.982, 133.614, 303.681, 224.461
14,11,106.612, 135.625, 304.919, 237.734
14,12,104.994, 134.15, 302.237, 249.434
14,13,102.582, 134.465, 300.468, 261.357
14,14,100.36, 137.33, 302.494, 267.339
