x,y,beta, gamma, rx, ry
13,12,0.0089, 0.0039, 0.0037, 0.0084
13,13,0.0002, 0.0067, 0.0005, 0.0087
13,14,0, 0.0082, 0.0052, 0.0059
14,0,0.0076, 0.0014, 0.0063, 0.0031
14,1,0.0048, 0.0017, 0.0067, 0.0026
14,2,0.0089, 0.0047, 0.0076, 0.0009
14,3,0.0094, 0.0031, 0.0057, 0.0053
14,4,0.0043, 0.0035, 0.0063, 0.0033
14,5,0.0074, 0, 0.0016, 0.0074
14,6,0.0067, 0.0022, 0.006, 0.0066
14,7,0.0003, 0.0013, 0.0024, 0.0079
14,8,0.0026, 0.0087, 0.0009, 0.0072
14,9,0.0003, 0.0076, 0.0098, 0.0092
14,10,0.0024, 0.0076, 0, 0.0017
14,11,0.0006, 0.0057, 0.0068, 0.0049
14,12,0.0092, 0.0033, 0.0082, 0.0065
14,13,0.0033, 0, 0.0038, 0.0098
14,14,0.002, 0.0098, 0.0063, 0.0023
