x,y,beta, gamma, rx, ry
3,7,134.617, 95.645, 246.61, 173.463
3,8,135.12, 100.989, 253.514, 161.943
3,9,135.619, 106.733, 259.486, 148.509
3,10,135.877, 113.79, 265.646, 132.971
3,11,135.957, 120.478, 270.085, 118.316
3,12,135.626, 126.611, 273.691, 106.478
3,13,134.93, 131.081, 276.308, 99.8569
3,14,133.163, 134.637, 280.523, 100.675
4,0,123.633, 72.6568, 202.677, 246.034
4,1,124.178, 75.4894, 209.506, 242.188
4,2,124.81, 79.066, 217.143, 236.945
4,3,126.242, 82.0033, 223.239, 228.306
4,4,127.637, 85.4691, 230.472, 218.835
4,5,129.218, 87.5072, 234.851, 209.702
4,6,130.241, 91.284, 241.629, 199.849
4,7,131.196, 96.2226, 248.961, 187.897
4,8,131.876, 101.642, 256.358, 175.582
4,9,132.501, 107.398, 263.116, 161.954
4,10,133.106, 112.476, 268.357, 149.064
4,11,132.522, 118.956, 273.941, 138.533
4,12,131.86, 125.669, 279.425, 127.467
4,13,130.766, 131.313, 284.692, 120.479
4,14,129.943, 132.194, 286.604, 122.618
5,0,120.072, 73.5589, 202.184, 258.216
5,1,120.805, 76.1711, 208.292, 253.955
5,2,121.107, 79.9029, 216.781, 250.434
5,3,122.196, 83.6883, 225.205, 242.899
5,4,124.075, 86.5004, 232.301, 232.708
5,5,125.43, 89.6902, 238.642, 223.145
5,6,126.842, 93.5615, 245.673, 211.663
5,7,128.228, 97.1529, 252.006, 200.253
5,8,128.498, 102.019, 259.397, 191.015
5,9,128.972, 107.294, 266.416, 179.326
5,10,129.222, 112.409, 272.633, 168.277
5,11,128.763, 118.239, 278.728, 159.043
5,12,128.147, 124.331, 284.555, 149.454
5,13,127.634, 129.33, 288.866, 141.155
5,14,126.256, 133.661, 293.279, 138.371
6,0,116.002, 74.6914, 200.901, 272.184
6,1,116.66, 77.2184, 206.836, 268.444
6,2,117.523, 81.4212, 216.879, 262.88
6,3,118.804, 85.1318, 226.293, 255.35
6,4,119.928, 88.5539, 234.317, 247.827
6,5,121.613, 91.7989, 241.033, 236.777
6,6,123.332, 95.761, 249.511, 224.413
6,7,124.241, 99.6341, 256.686, 214.622
6,8,124.948, 103.859, 263.625, 204.709
6,9,125.514, 108.799, 270.543, 193.564
6,10,125.609, 114.339, 277.722, 182.63
6,11,125.016, 120.427, 284.45, 173.456
6,12,124.076, 126.523, 290.726, 165.48
6,13,122.863, 132.308, 296.342, 159.183
6,14,123.798, 132.023, 295.565, 154.943
7,0,111.538, 74.1072, 194.912, 287.753
7,1,112.38, 78.4201, 204.974, 283.541
7,2,113.916, 81.8333, 214.311, 276.625
7,3,115.07, 85.6208, 223.801, 270.084
7,4,115.821, 89.6771, 233.123, 263.542
7,5,117.191, 93.8612, 242.252, 253.403
7,6,118.888, 97.2024, 250.26, 242.101
7,7,119.981, 100.715, 257.601, 232.359
7,8,120.928, 104.525, 264.417, 222.553
7,9,121.935, 109.167, 270.985, 209.861
7,10,122.006, 114.811, 278.812, 199.291
7,11,121.283, 121.496, 287.037, 189.908
7,12,119.353, 130.043, 297.047, 182.309
7,13,120.303, 130.453, 297.556, 176.559
7,14,120.355, 132.664, 299.647, 171.796
8,0,108.86, 76.0492, 195.452, 296.6
8,1,109.144, 79.5357, 203.458, 295.209
8,2,109.866, 83.2459, 212.603, 291.245
8,3,111.111, 86.9961, 221.893, 284.166
8,4,112.04, 91.7005, 233.009, 277.078
8,5,113.259, 95.6171, 242.559, 268.778
8,6,114.061, 99.4257, 250.875, 261.085
8,7,114.975, 102.87, 258.263, 252.536
8,8,116.191, 105.928, 264.045, 242.478
8,9,117.166, 110.54, 272.346, 230.659
8,10,118.26, 113.873, 278.523, 219.683
8,11,118.478, 118.853, 285.327, 209.555
8,12,118.583, 124.14, 291.776, 198.57
8,13,118.681, 127.823, 296.207, 190.672
8,14,117.224, 131.993, 300.878, 189.584
9,0,105.188, 75.562, 188.916, 308.874
9,1,105.577, 79.635, 198.468, 307.509
9,2,105.953, 83.9581, 208.226, 305.365
9,3,106.765, 88.9065, 220.166, 299.847
9,4,108.054, 92.9399, 231.107, 292.474
9,5,108.657, 97.1292, 240.473, 286.841
9,6,109.013, 101.279, 249.261, 281.291
9,7,109.5, 104.991, 257.164, 274.874
9,8,110.981, 108.344, 264.526, 263.49
9,9,113.385, 111.635, 273.061, 247.583
9,10,114.334, 115.332, 279.6, 236.92
9,11,115.161, 119.487, 286.076, 225.396
9,12,115.676, 123.786, 291.922, 214.42
9,13,115.74, 128.021, 296.882, 205.503
9,14,114.952, 131.196, 301.103, 203.038
10,0,101.684, 77.6527, 187.509, 321.194
10,1,103.113, 78.5038, 191.903, 315.935
10,2,102.824, 84.5962, 204.511, 315.87
10,3,103.591, 90.47, 218.876, 311.64
10,4,103.943, 95.3627, 230.042, 307.559
10,5,104.093, 100.199, 240.345, 303.135
10,6,103.517, 105.03, 249.426, 301.248
10,7,104.769, 108.266, 258.305, 292.548
10,8,106.567, 111.048, 265.077, 280.51
10,9,109.217, 113.224, 272.452, 265.274
10,10,110.14, 116.42, 278.639, 255.754
10,11,111.35, 120.123, 285.057, 243.24
10,12,112.088, 124.463, 291.781, 231.373
10,13,112.01, 129.5, 298.601, 221.934
10,14,111.304, 134.72, 304.969, 215.06
11,0,99.2503, 75.1173, 177.251, 328.496
11,1,99.4458, 78.9988, 186.175, 328.118
11,2,99.4224, 85.6919, 200.834, 327.823
11,3,99.6657, 91.7463, 214.509, 325.458
11,4,99.8556, 97.3082, 227.044, 322.182
11,5,99.5932, 103.618, 240.092, 318.785
11,6,99.2409, 110.051, 252.693, 314.609
11,7,100.059, 113.388, 260.735, 307.594
11,8,102.062, 115.469, 267.369, 295.529
11,9,104.638, 117.193, 274.407, 281.182
11,10,106.033, 119.672, 280.566, 270.778
11,11,108.058, 121.851, 286.162, 256.918
11,12,109.044, 125.668, 292.647, 244.7
11,13,109.422, 130.27, 299.666, 234.066
11,14,109.364, 134.025, 304.161, 226.919
12,0,95.615, 74.6699, 168.568, 339.361
12,1,95.9131, 79.7276, 180.634, 339.562
12,2,95.9449, 87.6271, 198.165, 339.734
12,3,95.9402, 93.9538, 211.837, 338.421
12,4,95.9446, 101.407, 228.283, 334.64
12,5,95.2321, 109.187, 243.523, 332.17
12,6,93.9959, 116.918, 256.967, 330.31
12,7,95.3079, 119.218, 263.77, 321.77
12,8,97.3269, 121.332, 271.236, 309.503
12,9,99.8448, 122.351, 277.525, 296.415
12,10,102.137, 123.958, 283.264, 282.638
12,11,104.201, 125.543, 288.721, 269.743
12,12,105.628, 127.966, 293.377, 257.929
12,13,106.507, 131.703, 299.562, 246.28
12,14,106.24, 135.771, 304.997, 239.475
13,0,92.4275, 75.5403, 163.262, 349.166
13,1,93.7303, 80.8199, 178.291, 346.861
13,2,93.9427, 87.0793, 192.481, 346.519
13,3,92.9515, 94.8233, 207.55, 348.927
13,4,93.4948, 102.454, 225.528, 343.711
13,5,91.9338, 112.208, 243.228, 343.396
13,6,90.4633, 121.011, 257.996, 340.725
13,7,91.8283, 124.841, 268.378, 330.005
13,8,93.9005, 126.587, 275.704, 318.139
13,9,95.6081, 128.612, 282.336, 306.921
13,10,98.5248, 128.182, 286.137, 293.465
13,11,100.104, 129.993, 291.271, 282.383
13,12,102.174, 131.129, 295.042, 269.789
13,13,104.152, 132.337, 299.025, 257.506
13,14,104.426, 135.168, 303.282, 250.475
14,0,91.1893, 79.1396, 168.671, 354.968
14,1,91.207, 81.0376, 172.914, 355.005
14,2,91.6561, 88.1815, 189.775, 354.437
14,3,91.5105, 96.5366, 207.971, 353.804
14,4,91.3896, 103.908, 224.162, 351.3
14,5,90.7832, 111.599, 239.442, 348.581
14,6,90.0848, 120.322, 255.865, 342.938
14,7,89.1195, 128.557, 269.607, 337.157
14,8,90.0863, 132.543, 279.165, 326.991
14,9,92.0448, 133.878, 285.452, 315.559
14,10,95.4973, 132.956, 289.677, 300.352
14,11,97.0947, 134.982, 295.344, 288.552
14,12,99.9458, 134.06, 297.275, 275.83
14,13,101.897, 134.553, 299.983, 264.819
14,14,101.643, 137.533, 304.035, 260.306
